UserID,Academic_Major,Deep_Work_Hours,Doomscrolling_Hours,Sleep_Duration,Reported_Stress_Level,Mental_Fatigue_Score
U01596,Arts,8.0,7.8,9.0,7,Moderate
U01597,Arts,0.8,0.4,6.1,3,Moderate
U01598,BBA,9.0,6.5,8.3,1,Moderate
U01599,BBA,6.0,6.7,6.5,10,Low
U01600,Arts,3.9,7.4,8.4,2,Low
U01601,BCA,5.9,7.4,5.0,8,Moderate
U01602,BCA,1.4,1.4,4.0,10,Severe
U01603,Arts,3.7,2.0,9.1,2,Moderate
U01604,BTech,7.6,7.8,8.6,4,Low
U01605,BBA,3.5,5.6,6.9,10,Severe
U01606,BTech,2.1,1.8,5.8,1,Severe
U01607,BBA,7.7,4.2,7.8,5,Low
U01608,BTech,7.4,6.2,9.4,4,Moderate
U01609,BTech,9.4,6.4,7.8,9,Moderate
U01610,BBA,6.7,1.0,6.5,4,Low
U01611,BTech,4.4,1.6,6.5,9,Low
U01612,BTech,9.8,7.5,8.6,5,Moderate
U01613,BCA,3.9,5.1,6.2,5,Moderate
U01614,BCA,4.0,6.9,7.8,10,Severe
U01615,BTech,8.8,0.4,4.3,2,Moderate
U01616,BBA,8.2,3.4,6.3,4,Moderate
U01617,Arts,4.2,5.9,9.8,4,Severe
U01618,Arts,5.2,2.5,6.4,8,Moderate
U01619,BBA,10.0,0.5,6.9,9,Low
U01620,BCA,0.2,3.6,9.7,4,Moderate
U01621,Arts,4.4,3.4,10.0,9,Severe
U01622,BTech,9.2,7.5,7.9,4,Low
U01623,BBA,0.3,6.1,4.4,9,Low
U01624,Arts,1.5,4.5,6.5,5,Low
U01625,BTech,8.6,1.6,4.9,3,Severe
U01626,Arts,6.2,3.7,6.2,5,Low
U01627,Arts,3.7,4.5,9.4,10,Moderate
U01628,BCA,6.6,3.8,8.7,9,Moderate
U01629,BCA,8.8,7.1,8.9,6,Low
U01630,BBA,5.6,6.6,5.0,8,Low
U01631,BBA,4.6,5.4,10.0,10,Severe
U01632,BCA,9.0,7.6,8.6,10,Moderate
U01633,BTech,7.3,6.1,7.0,4,Low
U01634,BCA,0.8,4.3,8.7,6,Low
U01635,Arts,3.7,1.8,6.3,1,Low
U01636,BBA,8.8,7.2,9.1,2,Moderate
U01637,Arts,8.4,1.1,7.0,2,Moderate
U01638,BBA,7.4,1.6,9.4,4,Moderate
U01639,BCA,4.4,7.8,9.0,2,Low
U01640,BTech,5.2,7.6,7.9,5,Severe
U01641,Arts,9.9,5.7,7.4,3,Severe
U01642,BBA,0.9,6.9,4.7,3,Severe
U01643,BCA,7.1,0.4,7.3,10,Severe
U01644,BCA,5.8,4.0,9.0,10,Low
U01645,Arts,6.8,5.5,7.6,8,Severe
U01646,BCA,8.7,5.0,7.9,2,Moderate
U01647,Arts,4.3,0.5,5.1,8,Moderate
U01648,BBA,2.9,2.1,5.4,2,Moderate
U01649,BCA,8.0,6.0,6.6,8,Moderate
U01650,BCA,4.7,4.1,9.0,1,Low
U01651,Arts,8.9,3.1,7.4,1,Moderate
U01652,BBA,8.8,1.0,6.2,1,Moderate
U01653,Arts,7.4,2.7,7.1,10,Severe
U01654,BTech,0.7,3.2,8.2,3,Moderate
U01655,BBA,5.9,0.7,9.5,7,Low
U01656,Arts,8.1,1.4,7.9,4,Low
U01657,Arts,3.4,6.9,9.3,5,Moderate
U01658,BCA,0.1,6.8,5.8,7,Severe
U01659,BTech,7.0,0.2,4.2,9,Moderate
U01660,BTech,1.0,0.5,4.1,9,Severe
U01661,Arts,5.3,2.2,6.8,6,Low
U01662,Arts,4.0,1.4,5.7,10,Moderate
U01663,BCA,5.7,3.8,7.8,5,Moderate
U01664,BCA,0.5,1.7,5.3,6,Severe
U01665,BTech,8.6,1.2,9.7,9,Severe
U01666,Arts,4.0,1.9,5.6,6,Moderate
U01667,BTech,9.1,0.6,9.7,9,Low
U01668,Arts,1.1,5.3,5.7,9,Severe
U01669,BTech,8.7,3.5,5.7,3,Severe
U01670,BTech,2.0,4.6,8.7,8,Severe
U01671,BCA,8.6,2.6,8.2,7,Moderate
U01672,BBA,7.2,1.0,7.3,2,Low
U01673,BBA,7.8,6.2,7.2,5,Low
U01674,BBA,2.8,1.6,6.8,9,Low
U01675,BBA,8.0,5.0,4.0,2,Moderate
U01676,Arts,8.0,7.9,6.2,2,Low
U01677,BCA,5.7,6.1,10.0,8,Moderate
U01678,BCA,8.0,2.2,4.7,7,Severe
U01679,BTech,9.8,4.8,6.8,1,Moderate
U01680,BBA,6.5,5.4,7.1,5,Severe
U01681,BBA,4.0,3.2,9.3,7,Moderate
U01682,BCA,0.2,3.3,5.9,9,Severe
U01683,Arts,0.1,0.4,9.0,5,Low
U01684,BBA,5.1,2.1,4.5,2,Low
U01685,BBA,5.0,4.6,5.2,1,Severe
U01686,BBA,2.3,0.3,6.7,8,Low
U01687,BTech,6.2,4.7,6.1,8,Low
U01688,Arts,4.1,6.3,7.9,5,Low
U01689,Arts,7.7,7.9,4.4,3,Moderate
U01690,BTech,7.2,6.0,9.8,1,Moderate
U01691,BCA,7.9,4.7,4.8,2,Severe
U01692,BCA,5.1,5.8,7.7,4,Moderate
U01693,BTech,8.5,7.3,8.7,10,Severe
U01694,BBA,6.2,0.6,8.3,7,Low
U01695,BCA,1.5,1.7,5.8,8,Severe
U01696,BCA,2.4,0.6,4.4,9,Moderate
U01697,BBA,5.5,5.7,9.5,3,Moderate
U01698,BTech,8.1,6.6,9.6,10,Moderate
U01699,BBA,2.6,1.3,6.5,3,Severe
U01700,BBA,9.2,0.7,6.7,1,Low
U01701,BCA,5.9,5.3,4.0,1,Severe
U01702,Arts,8.9,1.8,4.5,8,Low
U01703,BCA,5.5,3.7,6.1,9,Moderate
U01704,BBA,7.4,6.8,8.9,10,Low
U01705,BCA,5.1,2.0,7.2,10,Severe
U01706,BCA,0.7,6.2,9.4,9,Moderate
U01707,BTech,6.7,1.8,7.8,3,Moderate
U01708,BTech,2.9,3.2,4.4,2,Moderate
U01709,BTech,9.7,0.5,8.3,8,Low
U01710,BCA,1.2,6.6,5.7,10,Severe
U01711,BCA,1.3,0.9,7.6,2,Severe
U01712,Arts,2.2,6.6,8.3,9,Severe
U01713,BCA,4.8,0.9,5.0,2,Moderate
U01714,BTech,7.9,0.5,8.1,1,Low
U01715,BCA,4.4,6.6,9.8,5,Moderate
U01716,BCA,0.4,0.2,8.5,3,Moderate
U01717,Arts,2.8,1.0,4.6,7,Low
U01718,Arts,3.2,0.1,9.3,3,Low
U01719,Arts,7.1,6.2,5.8,2,Severe
U01720,Arts,8.5,1.6,4.7,3,Low
U01721,Arts,5.9,3.4,8.0,8,Moderate
U01722,BTech,9.9,3.3,9.1,10,Low
U01723,BBA,3.0,3.9,9.2,3,Low
U01724,Arts,9.2,7.1,8.3,5,Moderate
U01725,BBA,0.9,6.2,8.3,10,Severe
U01726,BBA,1.6,8.0,6.5,4,Severe
U01727,BCA,0.6,0.8,4.3,5,Moderate
U01728,BCA,3.6,0.8,5.3,5,Severe
U01729,BTech,6.8,7.7,8.9,1,Moderate
U01730,BCA,4.4,3.5,6.3,2,Low
U01731,Arts,7.8,7.3,7.9,5,Low
U01732,BCA,9.6,7.1,8.9,5,Severe
U01733,Arts,6.5,1.0,5.0,9,Moderate
U01734,BCA,6.7,7.9,4.6,7,Severe
U01735,BBA,6.0,6.4,5.4,1,Low
U01736,Arts,0.1,7.4,9.4,4,Severe
U01737,Arts,3.1,1.2,8.2,3,Severe
U01738,BTech,8.4,6.7,6.9,3,Moderate
U01739,BCA,4.5,7.6,6.5,1,Moderate
U01740,Arts,8.0,0.1,7.1,10,Low
U01741,BCA,2.8,5.9,8.9,2,Severe
U01742,BBA,1.7,2.4,6.4,9,Low
U01743,BCA,0.8,1.2,7.4,3,Moderate
U01744,BBA,3.7,7.8,9.0,7,Moderate
U01745,BTech,9.2,2.7,7.8,10,Severe
U01746,BCA,3.1,4.8,7.2,2,Low
U01747,Arts,7.7,4.9,9.6,2,Moderate
U01748,Arts,2.2,0.8,4.6,9,Moderate
U01749,BTech,8.6,0.6,4.1,9,Moderate
U01750,BCA,0.7,4.0,7.7,8,Moderate
U01751,Arts,9.4,3.9,5.6,2,Moderate
U01752,BBA,0.2,1.9,7.2,6,Severe
U01753,BCA,1.0,1.5,7.1,6,Low
U01754,Arts,3.4,0.3,6.6,3,Low
U01755,BBA,3.3,0.0,4.5,7,Moderate
U01756,BTech,3.7,2.5,4.6,4,Low
U01757,BCA,3.0,7.0,5.2,8,Low
U01758,BCA,5.7,0.9,9.0,1,Low
U01759,BCA,2.8,3.1,8.6,3,Moderate
U01760,BCA,5.7,1.7,6.4,8,Moderate
U01761,Arts,5.3,0.7,8.8,2,Low
U01762,BCA,8.0,3.9,5.0,4,Severe
U01763,BCA,9.7,2.6,5.6,9,Moderate
U01764,BBA,9.9,6.1,8.3,4,Moderate
U01765,BBA,1.1,4.8,6.2,2,Low
U01766,BTech,7.2,4.5,8.9,10,Moderate
U01767,BCA,3.0,3.6,5.4,6,Moderate
U01768,BCA,3.7,0.3,5.7,9,Severe
U01769,Arts,9.8,6.5,5.4,4,Severe
U01770,BCA,4.0,4.5,8.8,3,Low
U01771,Arts,8.7,0.0,4.5,5,Moderate
U01772,BTech,0.3,6.1,7.7,8,Severe
U01773,Arts,6.1,2.8,7.0,7,Moderate
U01774,Arts,3.6,3.4,9.7,8,Low
U01775,BBA,6.3,0.3,5.2,8,Moderate
U01776,BTech,4.3,0.2,7.5,2,Low
U01777,BTech,1.4,5.3,7.9,5,Severe
U01778,BTech,4.6,1.9,9.1,6,Low
U01779,BTech,6.1,2.7,8.7,6,Moderate
U01780,BTech,0.7,6.8,9.1,9,Low
U01781,BTech,0.6,2.4,9.0,4,Low
U01782,Arts,0.6,3.2,6.1,3,Moderate
U01783,BTech,1.1,0.3,7.0,7,Severe
U01784,BBA,7.7,0.0,6.1,4,Low
U01785,BCA,7.7,6.6,4.8,5,Severe
U01786,BCA,2.3,4.7,4.4,1,Moderate
U01787,Arts,8.2,4.4,6.5,9,Low
U01788,BTech,5.3,2.6,7.1,3,Low
U01789,BBA,4.5,7.8,6.9,5,Moderate
U01790,BCA,7.5,6.2,4.5,6,Severe
U01791,BTech,1.6,4.2,7.4,3,Moderate
U01792,BTech,9.6,1.9,4.4,9,Low
U01793,BBA,1.6,1.8,9.2,3,Moderate
U01794,BTech,5.7,6.5,9.0,3,Moderate
U01795,BCA,8.6,5.6,9.9,4,Severe
U01796,BBA,3.9,5.7,5.6,4,Moderate
U01797,BTech,9.3,7.2,8.2,1,Moderate
U01798,BBA,5.1,3.2,5.5,6,Moderate
U01799,Arts,2.4,1.5,5.6,4,Moderate
U01800,BBA,1.9,0.1,4.2,7,Severe
U01801,Arts,0.5,2.1,6.2,8,Moderate
U01802,BCA,6.8,5.1,6.7,7,Severe
U01803,BTech,5.5,4.2,5.8,10,Moderate
U01804,BBA,1.9,3.0,8.6,10,Moderate
U01805,BCA,8.6,6.0,4.4,6,Low
U01806,Arts,2.6,6.5,4.7,1,Moderate
U01807,BCA,5.9,4.9,9.8,9,Moderate
U01808,BCA,9.8,3.3,9.0,4,Moderate
U01809,BCA,7.1,3.9,8.9,3,Low
U01810,BBA,7.2,0.0,7.0,1,Low
U01811,BBA,4.4,3.3,9.4,4,Low
U01812,BBA,5.8,0.5,6.3,7,Moderate
U01813,BBA,2.1,0.1,6.1,2,Low
U01814,BCA,5.2,3.7,4.1,8,Moderate
U01815,BBA,6.9,6.9,8.9,10,Severe
U01816,Arts,0.2,7.3,5.7,8,Severe
U01817,BCA,6.9,5.5,6.5,2,Moderate
U01818,Arts,9.0,2.1,8.5,2,Low
U01819,BCA,4.8,1.4,4.3,2,Moderate
U01820,BTech,1.9,2.9,7.3,9,Moderate
U01821,BTech,3.4,3.0,8.2,7,Moderate
U01822,Arts,1.4,6.6,8.0,9,Moderate
U01823,Arts,2.3,3.5,6.6,10,Low
U01824,Arts,9.6,6.5,8.9,6,Moderate
U01825,Arts,8.7,5.5,6.8,5,Severe
U01826,Arts,3.6,5.6,7.4,9,Severe
U01827,BTech,0.0,1.0,9.0,1,Low
U01828,BCA,2.7,4.6,9.8,7,Moderate
U01829,Arts,6.0,1.7,9.4,6,Low
U01830,BCA,4.2,1.0,9.4,6,Moderate
U01831,Arts,8.7,6.2,8.8,3,Moderate
U01832,BBA,5.5,4.9,6.9,7,Moderate
U01833,BBA,4.6,4.7,9.7,4,Severe
U01834,Arts,5.4,6.7,5.6,8,Moderate
U01835,Arts,8.0,2.7,9.4,8,Severe
U01836,BTech,9.7,0.4,6.6,6,Moderate
U01837,BCA,6.7,2.6,5.3,6,Low
U01838,BTech,6.9,4.1,4.4,4,Severe
U01839,BBA,5.2,0.2,4.3,4,Low
U01840,BBA,7.8,4.2,4.2,6,Low
U01841,Arts,6.8,5.1,6.4,5,Severe
U01842,BBA,1.5,4.2,8.1,3,Severe
U01843,BCA,7.0,1.6,8.2,5,Severe
U01844,Arts,0.7,7.5,4.4,10,Severe
U01845,BTech,5.3,3.0,5.4,10,Moderate
U01846,BBA,5.7,0.8,8.7,6,Low
U01847,BTech,5.7,2.2,9.2,8,Low
U01848,BTech,3.7,1.2,5.0,4,Moderate
U01849,BCA,3.2,0.3,7.7,9,Low
U01850,BBA,8.4,7.4,7.1,6,Severe
U01851,BCA,1.2,0.3,9.6,6,Low
U01852,BCA,5.3,4.9,8.2,10,Low
U01853,BTech,6.6,6.8,9.5,7,Moderate
U01854,BCA,0.4,8.0,7.2,4,Moderate
U01855,BBA,0.6,3.8,7.5,8,Moderate
U01856,BTech,7.3,0.7,8.0,3,Severe
U01857,BBA,0.3,7.4,7.7,8,Severe
U01858,BTech,9.0,3.5,8.7,3,Moderate
U01859,BCA,6.2,1.5,4.9,6,Low
U01860,BBA,0.1,5.8,7.2,7,Severe
U01861,BBA,0.3,7.5,7.0,1,Severe
U01862,BBA,5.7,7.4,5.3,4,Severe
U01863,BTech,4.6,5.8,7.7,6,Moderate
U01864,BBA,0.9,1.6,6.8,4,Severe
U01865,BTech,8.6,3.8,4.7,6,Low
U01866,BTech,2.7,7.0,5.4,6,Moderate
U01867,BCA,9.2,7.9,8.2,5,Severe
U01868,BBA,4.9,5.9,7.8,6,Moderate
U01869,BTech,2.8,1.8,4.5,5,Moderate
U01870,BBA,3.2,5.1,7.3,1,Moderate
U01871,BCA,4.7,0.3,5.0,9,Low
U01872,BBA,4.1,1.8,4.7,5,Severe
U01873,BCA,0.3,4.8,8.0,9,Moderate
U01874,BCA,9.0,7.1,9.5,3,Moderate
U01875,Arts,5.9,6.5,5.6,7,Severe
U01876,BBA,3.1,0.5,5.6,2,Severe
U01877,BCA,5.6,5.0,9.9,4,Severe
U01878,Arts,6.2,1.8,4.5,7,Severe
U01879,BBA,4.2,7.3,6.5,8,Moderate
U01880,BBA,9.5,6.5,4.8,4,Moderate
U01881,BBA,3.9,2.3,5.4,6,Severe
U01882,BBA,9.0,6.2,4.9,6,Severe
U01883,BTech,7.6,1.9,6.0,9,Moderate
U01884,BTech,0.4,3.6,7.6,10,Severe
U01885,BBA,3.4,6.7,5.5,9,Severe
U01886,BTech,8.8,5.9,5.1,9,Moderate
U01887,BBA,6.2,2.8,9.7,10,Low
U01888,BCA,2.7,4.2,8.7,5,Severe
U01889,BBA,5.4,4.6,4.2,3,Low
U01890,BTech,8.8,2.6,6.0,8,Moderate
U01891,BBA,0.4,4.9,5.3,10,Low
U01892,BBA,8.1,1.2,8.3,10,Moderate
U01893,BCA,7.6,4.3,5.4,9,Low
U01894,BTech,7.3,3.5,8.0,2,Severe
U01895,Arts,0.8,0.8,6.1,2,Moderate
U01896,Arts,8.6,3.9,9.8,1,Severe
U01897,BCA,8.3,6.1,9.7,10,Moderate
U01898,Arts,9.7,0.9,8.1,2,Low
U01899,Arts,2.0,2.2,7.2,1,Severe
U01900,BBA,1.2,2.9,4.2,6,Severe
U01901,Arts,2.9,1.0,9.0,2,Moderate
U01902,BCA,6.8,3.1,4.4,4,Severe
U01903,BCA,3.2,2.5,4.3,4,Severe
U01904,BCA,2.6,5.9,5.2,6,Severe
U01905,Arts,6.9,7.7,9.5,5,Severe
U01906,BBA,0.8,0.6,9.7,10,Low
U01907,BBA,1.6,7.9,8.1,5,Severe
U01908,Arts,1.7,6.6,6.7,5,Severe
U01909,BBA,1.9,2.2,8.4,10,Moderate
U01910,Arts,0.7,7.0,6.0,10,Severe
U01911,Arts,5.6,2.1,6.5,1,Low
U01912,BCA,7.9,6.5,5.7,2,Moderate
U01913,BBA,2.0,2.8,5.4,3,Severe
U01914,BCA,0.1,0.6,6.5,6,Low
U01915,Arts,4.0,1.7,5.8,7,Low
U01916,BTech,2.0,7.8,9.5,3,Low
U01917,BBA,0.7,2.1,9.4,2,Low
U01918,BTech,1.8,3.1,8.2,4,Severe
U01919,BTech,3.6,4.4,8.5,8,Severe
U01920,Arts,1.8,1.8,9.8,6,Low
U01921,BTech,9.2,1.2,7.8,2,Low
U01922,Arts,9.2,0.4,10.0,3,Moderate
U01923,BBA,5.3,2.2,4.9,7,Severe
U01924,BTech,7.2,2.5,6.2,4,Low
U01925,BCA,6.9,0.7,5.7,3,Moderate
U01926,BBA,3.8,7.1,4.7,5,Severe
U01927,BCA,9.7,4.5,5.3,5,Low
U01928,BBA,6.7,6.7,6.5,1,Low
U01929,BBA,7.2,0.7,5.0,6,Moderate
U01930,Arts,7.5,4.5,8.9,4,Moderate
U01931,Arts,8.5,3.9,6.6,10,Moderate
U01932,BBA,7.8,5.0,9.2,10,Low
U01933,BBA,3.1,2.4,8.3,6,Low
U01934,BTech,4.1,1.5,8.1,2,Moderate
U01935,BBA,2.4,5.0,6.9,10,Severe
U01936,BBA,7.2,5.2,7.9,6,Moderate
U01937,BCA,0.3,5.6,7.6,1,Severe
U01938,Arts,4.3,0.4,5.4,4,Severe
U01939,Arts,9.1,4.4,5.5,7,Low
U01940,BCA,1.7,6.0,9.6,2,Severe
U01941,BTech,9.1,0.5,8.5,1,Moderate
U01942,BBA,6.6,0.7,5.3,10,Severe
U01943,BTech,9.6,0.1,7.1,3,Moderate
U01944,BBA,8.6,5.7,8.1,2,Severe
U01945,BBA,7.6,3.6,4.1,9,Low
U01946,Arts,4.9,6.8,6.0,2,Severe
U01947,BBA,5.7,3.0,4.9,7,Moderate
U01948,BBA,8.7,3.6,8.2,9,Severe
U01949,BCA,2.9,4.6,8.1,6,Severe
U01950,Arts,4.9,6.9,5.9,1,Severe
U01951,BTech,3.8,1.3,5.5,9,Severe
U01952,BCA,0.9,5.3,6.8,1,Severe
U01953,BCA,1.6,2.0,8.3,2,Low
U01954,BTech,7.8,0.4,5.7,2,Severe
U01955,BBA,7.8,3.6,7.6,1,Severe
U01956,BCA,5.5,3.1,8.1,4,Moderate
U01957,BBA,9.8,7.4,5.8,1,Low
U01958,BCA,3.7,7.2,8.8,9,Moderate
U01959,BTech,6.7,1.0,6.1,8,Moderate
U01960,BCA,8.0,3.1,5.5,1,Moderate
U01961,BCA,1.2,3.9,4.3,9,Low
U01962,Arts,0.9,1.3,7.1,3,Moderate
U01963,BCA,5.5,1.9,4.8,5,Severe
U01964,BBA,2.7,3.0,8.6,5,Severe
U01965,BTech,9.2,2.5,6.3,8,Moderate
U01966,Arts,7.6,0.3,7.6,1,Severe
U01967,BBA,7.8,6.1,9.4,1,Moderate
U01968,BCA,2.2,4.7,8.3,3,Moderate
U01969,BTech,3.1,3.9,5.4,8,Moderate
U01970,BBA,8.5,0.7,8.5,9,Moderate
U01971,BCA,8.7,6.0,9.4,9,Moderate
U01972,Arts,2.5,1.4,7.1,4,Moderate
U01973,BCA,6.8,1.7,8.1,1,Low
U01974,BBA,0.8,7.8,5.2,9,Severe
U01975,BCA,5.5,2.1,6.8,10,Severe
U01976,BBA,1.0,1.6,5.0,10,Severe
U01977,Arts,4.1,3.3,4.9,1,Moderate
U01978,BBA,6.1,5.6,9.8,3,Severe
U01979,BTech,8.5,3.9,4.6,7,Severe
U01980,Arts,2.0,1.7,8.3,10,Low
U01981,BTech,9.6,4.3,5.8,7,Moderate
U01982,BCA,5.7,5.7,5.3,9,Severe
U01983,BBA,0.7,6.6,7.8,9,Low
U01984,Arts,6.3,3.8,5.2,8,Moderate
U01985,BTech,7.0,2.9,4.3,5,Moderate
U01986,BCA,5.7,0.7,8.5,4,Low
U01987,Arts,3.4,5.0,4.6,10,Severe
U01988,BCA,3.7,3.0,8.3,7,Low
U01989,Arts,5.0,5.5,7.7,4,Moderate
U01990,BTech,6.8,0.3,5.7,10,Moderate
U01991,Arts,4.6,6.4,9.8,1,Low
U01992,Arts,7.6,1.1,5.5,1,Severe
U01993,BBA,7.0,2.1,7.0,5,Moderate
U01994,Arts,1.8,0.3,6.1,6,Low
U01995,BCA,2.2,3.2,9.6,1,Low
U01996,Arts,3.2,7.0,8.0,10,Moderate
U01997,Arts,3.9,4.7,6.8,1,Low
U01998,Arts,7.5,7.1,9.4,6,Moderate
U01999,Arts,4.8,4.6,8.0,3,Low
U02000,BCA,0.0,7.4,8.9,6,Severe
U02001,BCA,9.2,0.4,8.9,1,Moderate
U02002,BCA,3.1,1.3,8.7,10,Moderate
U02003,BCA,2.6,0.1,4.6,10,Low
U02004,BBA,5.6,4.3,8.9,7,Moderate
U02005,BBA,0.0,3.8,7.3,1,Low
U02006,BBA,3.8,4.5,9.8,8,Severe
U02007,BBA,8.4,1.3,4.8,7,Severe
U02008,BCA,3.4,7.5,5.7,9,Severe
U02009,BCA,7.9,5.4,4.0,7,Low
U02010,BCA,5.0,1.4,4.1,6,Moderate
U02011,Arts,6.4,5.8,4.4,7,Moderate
U02012,BCA,4.9,2.3,7.5,10,Moderate
U02013,BTech,9.1,1.0,4.4,7,Severe
U02014,BCA,3.8,0.3,5.8,9,Low
U02015,Arts,4.8,7.1,5.5,4,Severe
U02016,BBA,9.9,6.8,5.3,9,Moderate
U02017,Arts,1.9,0.1,4.3,9,Severe
U02018,BCA,6.6,3.7,6.1,10,Severe
U02019,Arts,8.3,1.2,8.5,2,Moderate
U02020,BCA,6.8,7.3,5.2,9,Severe
U02021,BTech,5.1,7.0,5.2,2,Moderate
U02022,Arts,5.0,6.4,9.9,4,Low
U02023,Arts,1.2,5.2,6.5,6,Moderate
U02024,Arts,8.6,3.4,5.1,7,Moderate
U02025,BCA,8.8,2.6,7.1,8,Severe
U02026,BTech,9.8,2.1,5.2,1,Moderate
U02027,Arts,1.5,1.7,5.8,3,Moderate
U02028,BTech,3.1,5.9,6.8,4,Moderate
U02029,BBA,1.1,5.0,4.1,7,Moderate
U02030,BBA,9.2,5.6,4.1,10,Severe
U02031,Arts,7.3,1.1,5.7,6,Severe
U02032,BTech,1.9,0.8,6.1,6,Low
U02033,BCA,6.0,5.5,6.6,3,Moderate
U02034,Arts,8.6,0.1,6.0,5,Moderate
U02035,BTech,6.7,0.8,7.6,8,Moderate
U02036,BCA,5.9,3.4,4.8,7,Low
U02037,BCA,9.3,5.5,7.0,4,Severe
U02038,BBA,3.5,7.6,4.8,10,Severe
U02039,BBA,6.6,3.1,4.0,7,Severe
U02040,BCA,3.2,5.9,4.8,8,Moderate
U02041,Arts,8.0,7.8,9.4,9,Moderate
U02042,BCA,4.7,2.2,9.9,4,Severe
U02043,BTech,8.8,4.7,5.8,9,Moderate
U02044,BTech,4.3,0.5,4.5,10,Severe
U02045,BCA,8.7,3.4,4.6,5,Severe
U02046,Arts,4.9,1.5,6.2,2,Low
U02047,BBA,0.1,5.6,7.4,4,Moderate
U02048,BTech,2.5,0.7,6.6,10,Low
U02049,BCA,3.2,5.2,8.4,2,Moderate
U02050,BTech,6.1,1.2,5.7,6,Severe
U02051,BBA,2.6,0.1,9.9,10,Severe
U02052,Arts,7.6,0.6,9.2,8,Moderate
U02053,BTech,5.2,4.7,9.1,3,Low
U02054,BCA,0.2,6.4,8.0,4,Severe
U02055,Arts,9.7,7.2,5.0,7,Moderate
U02056,BBA,3.6,5.5,7.3,6,Moderate
U02057,BTech,5.3,3.6,4.8,4,Moderate
U02058,BBA,7.3,0.2,5.2,7,Moderate
U02059,BCA,8.2,1.9,7.6,6,Low
U02060,Arts,7.7,0.6,7.0,7,Severe
U02061,BCA,1.4,4.0,9.8,3,Low
U02062,Arts,0.7,2.9,6.1,9,Severe
U02063,BBA,3.7,2.9,8.5,3,Moderate
U02064,Arts,3.0,4.5,7.8,7,Low
U02065,BCA,4.9,1.8,9.2,5,Moderate
U02066,BTech,6.2,1.9,8.6,10,Moderate
U02067,BCA,8.6,1.1,5.1,3,Moderate
U02068,BBA,3.3,4.9,7.4,9,Severe
U02069,BTech,3.6,6.4,5.0,3,Severe
U02070,BCA,7.3,5.0,6.1,10,Moderate
U02071,BCA,3.6,4.2,8.4,7,Moderate
U02072,BBA,0.3,7.0,5.6,6,Severe
U02073,Arts,3.2,1.1,6.2,2,Low
U02074,BBA,6.6,7.5,6.2,3,Severe
U02075,BBA,9.9,1.8,4.5,8,Moderate
U02076,Arts,9.3,5.9,5.3,8,Severe
U02077,BBA,3.9,7.4,9.3,7,Severe
U02078,BCA,2.8,6.0,8.8,2,Severe
U02079,BCA,8.5,2.3,9.6,3,Moderate
U02080,BBA,8.6,0.7,5.6,1,Low
U02081,BCA,3.5,7.2,8.1,8,Moderate
U02082,BCA,3.6,3.6,7.9,9,Moderate
U02083,Arts,2.6,5.6,8.5,10,Severe
U02084,BTech,0.5,2.5,9.5,3,Severe
U02085,BBA,6.6,5.0,9.1,7,Severe
U02086,Arts,3.8,5.8,9.1,8,Moderate
U02087,BCA,5.3,3.8,6.1,8,Moderate
U02088,Arts,1.1,2.6,8.6,4,Severe
U02089,BCA,2.3,2.5,4.1,3,Severe
U02090,BTech,4.7,6.5,9.7,6,Low
U02091,Arts,8.0,7.8,4.6,5,Severe
U02092,BBA,7.1,2.9,6.8,4,Moderate
U02093,BCA,1.8,3.3,6.3,2,Low
U02094,BBA,7.8,6.8,4.8,4,Moderate
U02095,BTech,4.9,7.3,6.7,2,Low
U02096,BTech,0.1,2.0,5.9,2,Severe
U02097,BBA,5.7,0.7,9.6,5,Low
U02098,BBA,7.0,4.3,8.0,9,Severe
U02099,Arts,7.0,5.1,4.3,7,Moderate
U02100,BCA,3.2,6.6,8.8,9,Moderate
U02101,BCA,9.3,2.7,9.8,4,Moderate
U02102,BTech,0.0,3.6,6.2,1,Low
U02103,BBA,3.3,3.9,7.2,2,Low
U02104,BCA,3.6,4.7,7.8,8,Moderate
U02105,BCA,2.7,7.5,6.9,6,Moderate
U02106,BBA,8.8,3.8,9.0,2,Moderate
U02107,BBA,3.6,1.2,7.3,2,Low
U02108,Arts,2.6,0.2,8.9,5,Moderate
U02109,Arts,2.1,4.0,5.7,7,Low
U02110,BCA,2.4,2.4,6.8,3,Low
U02111,BCA,3.0,7.8,4.6,10,Severe
U02112,BBA,8.1,6.3,4.8,5,Moderate
U02113,Arts,0.9,2.3,8.6,1,Low
U02114,BCA,1.0,6.4,7.2,7,Severe
U02115,BTech,6.4,5.1,6.2,4,Moderate
U02116,BCA,1.1,3.4,9.7,6,Low
U02117,BBA,8.2,3.2,8.8,1,Low
U02118,BTech,7.5,1.2,8.1,6,Moderate
U02119,BBA,4.5,1.8,7.2,3,Low
U02120,BCA,8.7,2.6,4.7,6,Severe
U02121,BCA,5.3,7.1,5.7,4,Severe
U02122,BTech,0.5,5.0,6.1,5,Moderate
U02123,BCA,2.6,1.5,5.5,10,Low
U02124,BBA,2.1,5.0,9.3,1,Low
U02125,BCA,8.2,6.2,9.5,10,Severe
U02126,BCA,3.6,1.1,8.0,7,Low
U02127,BTech,9.7,2.1,7.1,9,Moderate
U02128,Arts,7.7,7.9,7.0,5,Low
